sigla,nombre,creditos,busqueda
ART201D,"Dibujo, Cuerpo y Contexto",10,"dibujo, cuerpo y contexto"
ART201E,"Escultura, Cuerpo y Objeto",10,"escultura, cuerpo y objeto"
ART201F,Fotografía y Manipulación Digital,10,fotografia y manipulacion digital
ART201G,Procesos Graficos y Medios de Impresión,10,procesos graficos y medios de impresion
ART201M,Taller de Video Arte,10,taller de video arte
ART201P,Práctica de la Pintura,10,practica de la pintura
ART202D,Proyectos de Investigación Gráfica (ART202D),10,proyectos de investigacion grafica (art202d)
ART202E,Representación y Construcción,10,representacion y construccion
ART202F,Fotografía e Iluminación,10,fotografia e iluminacion
ART202G,Imagen Multiple y Desplazamientos Graficos,10,imagen multiple y desplazamientos graficos
ART202M,Laboratorio de Imagen Digital,10,laboratorio de imagen digital
ART202P,Pintura: Práctica Expandida,10,pintura: practica expandida
ART210T,Historia del Arte Chileno (ART210T),10,historia del arte chileno (art210t)
ART211T,Arte Desde Latinoamérica,10,arte desde latinoamerica
ART212T,Seminario Monografico,10,seminario monografico
ART213T,Seminario Monografico (ART213T),10,seminario monografico (art213t)
ART214T,Metodología de Investigación en Artes Visuales,10,metodologia de investigacion en artes visuales
ART2332,Grabado II (ART2332),8,grabado 2 (art2332)
ART2414,Dibujo IV,8,dibujo 4
ART2461,Taller Integral (ART2461),12,taller integral (art2461)
ART2481,Gráfica Digital (ART2481),8,grafica digital (art2481)
ART2571,Taller Avanzado Plastica I,15,taller avanzado plastica 1
ART2672,Taller Avanzado Plastica II,15,taller avanzado plastica 2
ART2756,Arte Latino Contemporáneo,6,arte latino contemporaneo
ART2773,Taller Avanzado Plastica III,25,taller avanzado plastica 3
ART2841,Gráfica Digital (ART2841),8,grafica digital (art2841)
ART2874,Taller de Grado,35,taller de grado
ART8930,Construcción de Sitios Web,10,construccion de sitios web
AST0111,Astronomía,10,astronomia
AST0112,Astronomy,10,astronomy
AST0212,Introducción al Análisis de Datos,10,introduccion al analisis de datos
AST0222,Taller de Astronomía,10,taller de astronomia
AST0311,Astrofísica General,10,astrofisica general
AST0321,Astrofísica Estelar,10,astrofisica estelar
AST0411,Astrofísica Extragaláctica,10,astrofisica extragalactica
AST0421,Astrofísica Experimental,10,astrofisica experimental
AST101,Un Paseo por el Universo,10,un paseo por el universo
AST1016,"Espacio, Tiempo y Universo",10,"espacio, tiempo y universo"
AST102,El Universo Relativista de Einstein,10,el universo relativista de einstein
AST103,Canvas Cosmicos:Explorando la Diversidad de las Galaxias en Nuestro Universo,10,canvas cosmicos:explorando la diversidad de las galaxias en nuestro universo
AST104,Foco en la Tierra: La Ciencia del Cambio Climático desde una Perspectiva Planetaria,10,foco en la tierra: la ciencia del cambio climatico desde una perspectiva planetaria
AST105,Las Escalas del Mundo: Estimando Ordenes de Magnitud en el Dia a Dia,10,las escalas del mundo: estimando ordenes de magnitud en el dia a dia
AST1510,El Centro Galactico,10,el centro galactico
AST1521,Historia de la Astronomía,10,historia de la astronomia
AST1525,Poniendo Números a la Tierra y el Universo,10,poniendo numeros a la tierra y el universo
AST1526,Astronomía Nova: Historia de la Revolución Copernicana,10,astronomia nova: historia de la revolucion copernicana
AST1527,Galaxias y El Cosmos,10,galaxias y el cosmos
AST1529,Planetas en el Universo,10,planetas en el universo
AST3008,Relatividad y Gravitación,12,relatividad y gravitacion
AST3009,Cosmología,12,cosmologia
BCH010,Habilidades para el Inicio Universitario,10,habilidades para el inicio universitario
BCH020,Experiencias de Inmersión Académica y Profesional I,5,experiencias de inmersion academica y profesional 1
BCH030,Experiencias de Inmersión Académica y Profesional II,5,experiencias de inmersion academica y profesional 2
BIN262,Ecofisiología Animal,15,ecofisiologia animal
BIN309,Fisiología y Bioquímica Vegetal,10,fisiologia y bioquimica vegetal
BIN310,Fisiología Vegetal,12,fisiologia vegetal
BIN311,Reproducción y Desarrollo de Organismos Marinos,15,reproduccion y desarrollo de organismos marinos
BIN312,Ecología de Comunidades,10,ecologia de comunidades
BIN313,Ecología de Individuos,10,ecologia de individuos
BIN314,Biología del Conocimiento,10,biologia del conocimiento
BIN315,Conservación Biológica,6,conservacion biologica
BIN316,Geología General,10,geologia general
BIN317,Rocas y Minerales,6,rocas y minerales
BIN319,Neurobiología de la Conducta,12,neurobiologia de la conducta
BIN331C,Acoplamiento Fisico-Biologico en el Oceano Costero,5,acoplamiento fisico-biologico en el oceano costero
BIO010,Biología Inicial,10,biologia inicial
BIO011,Conviviendo con los Virus,10,conviviendo con los virus
BIO014,Comunicar la Biología en Tiempos de la Post Verdad,10,comunicar la biologia en tiempos de la post verdad
BIO025,"Fgc Ecología, Hombre y Medio Ambiente en Chile",5,"fgc ecologia, hombre y medio ambiente en chile"
BIO029,Fgm Sexualidad Humana,5,fgm sexualidad humana
BIO090A,Biología Preliminar,0,biologia preliminar
BIO090B,Biología Preliminar (BIO090B),5,biologia preliminar (bio090b)
BIO100P,Ciencias Naturales,5,ciencias naturales
BIO101A,Tópicos en Biología,5,topicos en biologia
BIO101B,Tópicos en Bioquímica,5,topicos en bioquimica
BIO101C,De las Moléculas a las Comunidades,10,de las moleculas a las comunidades
BIO105C,Desafíos de las Ciencias Biologicas,5,desafios de las ciencias biologicas
BIO108A,Fundamentos de Ecología y Evolución,10,fundamentos de ecologia y evolucion
BIO110C,Biología de Organismos y Comunidades,10,biologia de organismos y comunidades
BIO116M,Biología Marina,5,biologia marina
BIO118C,Evolución,10,evolucion
BIO120C,Biología y Diversidad Vegetal,10,biologia y diversidad vegetal
BIO120M,Botánica Marina,10,botanica marina
BIO130,Química Biológica,8,quimica biologica
BIO131E,Bioética,10,bioetica
BIO135C,Fisiología,10,fisiologia
BIO136C,Bioquímica Celular,15,bioquimica celular
BIO140A,Farmacología Clínica,10,farmacologia clinica
BIO140M,Invertebrados Marinos,10,invertebrados marinos
BIO141C,Biología de la Célula,10,biologia de la celula
BIO141T,Taller de Biología de la Célula,0,taller de biologia de la celula
BIO143M,Principios Ecológicos y Medio Ambiente,10,principios ecologicos y medio ambiente
BIO145,Microbiología e Inmunología,10,microbiologia e inmunologia
BIO146E,Microbiología e Infectología Clínica,10,microbiologia e infectologia clinica
BIO149E,Microbiología e Infectología Clínica (BIO149E),15,microbiologia e infectologia clinica (bio149e)
BIO151C,Biomoleculas y Microorganismos,10,biomoleculas y microorganismos
BIO151E,Biología de Microorganismos,10,biologia de microorganismos
BIO152C,Bases Físicas de los Procesos Biológicos,10,bases fisicas de los procesos biologicos
BIO155C,Biología General,10,biologia general
BIO155E,Introducción a la Biología,10,introduccion a la biologia
BIO165,Historia Evolutiva del Hombre: Ultimos 2 Millones de Años,9,historia evolutiva del hombre: ultimos 2 millones de anos
BIO165C,Historia Evolutiva del Hombre: Ultimos 2 Millones de Años (BIO165C),10,historia evolutiva del hombre: ultimos 2 millones de anos (bio165c)
BIO166,Ingeniería de la Célula,10,ingenieria de la celula
BIO166C,Ingeniería de la Célula: Estructura y Función,10,ingenieria de la celula: estructura y funcion
BIO170C,Hitos de la Ciencia,10,hitos de la ciencia
BIO175,Ciencia y Cultura,10,ciencia y cultura
BIO185G,Fronteras de la Ciencia,10,fronteras de la ciencia
BIO187C,Aspectos Biológicos y Bioeticos de la Fertilidad en Humanos,10,aspectos biologicos y bioeticos de la fertilidad en humanos
BIO199B,Estrategias de Comunicación Cientifica en Ciencias Biologicas,5,estrategias de comunicacion cientifica en ciencias biologicas
BIO200P,Desarrollo de Habilidades Cientificas para la Enseñanza de las Ciencias Naturales,10,desarrollo de habilidades cientificas para la ensenanza de las ciencias naturales
BIO203,Reproducción y Desarrollo,15,reproduccion y desarrollo
BIO205M,Vertebrados Marinos,10,vertebrados marinos
BIO206C,Histología,10,histologia
BIO206O,Histología para Odontología,7,histologia para odontologia
BIO210B,Biología Computacional,10,biologia computacional
BIO214O,Biología Celular I,10,biologia celular 1
BIO215C,Metodología para la Investigación Biológica,5,metodologia para la investigacion biologica
BIO216O,Biología Celular II,10,biologia celular 2
BIO218C,Manejo de Recursos Naturales,10,manejo de recursos naturales
BIO218P,Manejo de Recursos Renovables,9,manejo de recursos renovables
BIO219A,Biología Vegetal,9,biologia vegetal
BIO219C,Biología Vegetal (BIO219C),10,biologia vegetal (bio219c)
BIO220B,Biomatematicas: Modelación y Análisis Matematico de Fenómenos Biológicos,10,biomatematicas: modelacion y analisis matematico de fenomenos biologicos
BIO221A,Zoología I Invertebrados Acuatico,10,zoologia 1 invertebrados acuatico
BIO222A,Zoología II Artropodos Terrestres,10,zoologia 2 artropodos terrestres
BIO223,Zoología III Vertebrados,10,zoologia 3 vertebrados
BIO225C,Fisiología y Bioquímica Vegetal (BIO225C),10,fisiologia y bioquimica vegetal (bio225c)
BIO226E,Genética y Evolución,10,genetica y evolucion
BIO227C,Biología Animal,10,biologia animal
BIO227E,Biología y Diversidad Animal,10,biologia y diversidad animal
BIO228C,Bioquímica y Genética Molecular,10,bioquimica y genetica molecular
BIO2300,Experiencia Profesional Dirigida,50,experiencia profesional dirigida
BIO230C,Bioestadística,10,bioestadistica
BIO232I,Ecología y Medio Ambiente,10,ecologia y medio ambiente
BIO2350,Memoria Profesional Dirigida,50,memoria profesional dirigida
BIO237M,Oceanografía General,10,oceanografia general
BIO238C,Biología Molecular de la Célula,25,biologia molecular de la celula
BIO241A,Patología Molecular,15,patologia molecular
BIO241B,Patología Molecular (BIO241B),9,patologia molecular (bio241b)
BIO241C,Bases Moleculares de la Patología,10,bases moleculares de la patologia
BIO242,Biometría,10,biometria
BIO242A,Biometría (BIO242A),9,biometria (bio242a)
BIO243A,Historia y Filosofía de la Ciencia,6,historia y filosofia de la ciencia
BIO244C,Genética Integrativa,10,genetica integrativa
BIO245G,Microbiología Alimentaria y Ambiental,10,microbiologia alimentaria y ambiental
BIO245P,Diseño de Laboratorios de Ciencias Biologicas en el Aula (Cpc),10,diseno de laboratorios de ciencias biologicas en el aula (cpc)
BIO246B,Bioquímica Laboratorio,15,bioquimica laboratorio
BIO249C,Bioestadística II,10,bioestadistica 2
BIO249P,Bioestadística: Probabilidad e Inferencia Estadística,9,bioestadistica: probabilidad e inferencia estadistica
BIO252C,Bioinformática y Genomica,5,bioinformatica y genomica
BIO252I,Ingeniería Genética y Bioinformática,10,ingenieria genetica y bioinformatica
BIO252M,Fisiología General y Biofísica,10,fisiologia general y biofisica
BIO252P,Laboratorio de Bioinformática y Genomica,5,laboratorio de bioinformatica y genomica
BIO253B,Unidad de Investigación en Bioinformática,15,unidad de investigacion en bioinformatica
BIO254O,Fisiología para Odontología,15,fisiologia para odontologia
BIO256C,Fisiología Humana,25,fisiologia humana
BIO256M,Fisiología Humana (BIO256M),20,fisiologia humana (bio256m)
BIO256O,Fisiología Humana de Sistemas para Odontología,20,fisiologia humana de sistemas para odontologia
BIO258,Seminario de Investigación,10,seminario de investigacion
BIO258A,Práctica Extramural,12,practica extramural
BIO258O,Fisología Humana para Odontología,20,fisologia humana para odontologia
BIO259,Práctica de Laboratorio Clínico,20,practica de laboratorio clinico
BIO259A,Práctica Laboratorio Clínico,18,practica laboratorio clinico
BIO261C,Neurofisiología,5,neurofisiologia
BIO261M,Neurofisiología (BIO261M),10,neurofisiologia (bio261m)
BIO261O,Neurofisiología Estomatologica,5,neurofisiologia estomatologica
BIO262,Neurofisiología (BIO262),12,neurofisiologia (bio262)
BIO262A,Neurobiología,10,neurobiologia
BIO262M,Neurofisiología (BIO262M),10,neurofisiologia (bio262m)
BIO263,Bases Neurobiologicas de la Conducta,10,bases neurobiologicas de la conducta
BIO264,Farmacología I,6,farmacologia 1
BIO264L,Laboratorio Farmacología I,6,laboratorio farmacologia 1
BIO265,Farmacología II,9,farmacologia 2
BIO266D,Laboratorio Bioquímica I: Biología Celular,5,laboratorio bioquimica i: biologia celular
BIO266E,Laboratorio Bioquímica II: Genética Molecular,10,laboratorio bioquimica ii: genetica molecular
BIO267A,Neurobiología (BIO267A),9,neurobiologia (bio267a)
BIO267C,Biotecnología Industrial,5,biotecnologia industrial
BIO268,Fisiología General,12,fisiologia general
BIO268A,Fisiología Celular,9,fisiologia celular
BIO270C,Farmacología General,8,farmacologia general
BIO270O,Farmacología General para Odontología,8,farmacologia general para odontologia
BIO270P,Taller de Biología (Cpc),10,taller de biologia (cpc)
BIO272,Farmacología,10,farmacologia
BIO272A,Farmacología Molecular,9,farmacologia molecular
BIO272C,Farmacología Molecular (BIO272C),10,farmacologia molecular (bio272c)
BIO274C,Fisiología y Diferenciación Celular,10,fisiologia y diferenciacion celular
BIO274E,Biología y Fisiología Celular,10,biologia y fisiologia celular
BIO275C,Microbiología y Parasitología Clinicas,10,microbiologia y parasitologia clinicas
BIO275O,Microbiología para Odontolgia,7,microbiologia para odontolgia
BIO275P,Errores Conceptuales en la Educación de la Biología (Cpc),10,errores conceptuales en la educacion de la biologia (cpc)
BIO277A,Microbiología Básica,10,microbiologia basica
BIO277B,Microbiología Básica (BIO277B),9,microbiologia basica (bio277b)
BIO277C,Microbiología Tp,10,microbiologia tp
BIO277M,Microbiología Marina,10,microbiologia marina
BIO279,Bioquímica II,15,bioquimica 2
BIO284,Biomoleculas y Metabolismo,10,biomoleculas y metabolismo
BIO285B,Memoria Profesional,0,memoria profesional
BIO285C,Memoria de Investigación,0,memoria de investigacion
BIO285D,Memoria de Investigación (BIO285D),50,memoria de investigacion (bio285d)
BIO285E,Memoria Profesional (BIO285E),50,memoria profesional (bio285e)
BIO285L,Práctica Profesional en Laboratorio,50,practica profesional en laboratorio
BIO285M,Memoria de Investigación en Biología Marina,50,memoria de investigacion en biologia marina
BIO286,Biomoleculas y Enzimología,9,biomoleculas y enzimologia
BIO287,Metabolismo,9,metabolismo
BIO288,Genética Molecular,9,genetica molecular
BIO289,Genética,8,genetica
BIO289A,Genética General (BIO289A),9,genetica general (bio289a)
BIO289C,Genética Avanzada,5,genetica avanzada
BIO295A,Seminario de Investigación Departamental,15,seminario de investigacion departamental
BIO295B,Seminario de Investigación Departamental (BIO295B),15,seminario de investigacion departamental (bio295b)
BIO295C,Seminario de Investigación Departamental (BIO295C),15,seminario de investigacion departamental (bio295c)
BIO295P,Seminario de Investigación en Pedagogía,10,seminario de investigacion en pedagogia
BIO296A,Seminario de Investigación Biológica,21,seminario de investigacion biologica
BIO296C,Seminario de Investigación Biológica (BIO296C),30,seminario de investigacion biologica (bio296c)
BIO296F,Seminario de Investigación Bioquímica,30,seminario de investigacion bioquimica
BIO296M,Seminario de Investigación Biológica Marina,30,seminario de investigacion biologica marina
BIO297C,"Laboratorio Bioquímica, Biología Celular",10,"laboratorio bioquimica, biologia celular"
BIO297I,Laboratorio de Biología Celular y Molecular,10,laboratorio de biologia celular y molecular
BIO298E,Trabajo Experimental en Ecología,5,trabajo experimental en ecologia
BIO298M,Trabajo Experimental en Ecología Marina,5,trabajo experimental en ecologia marina
BIO299L,Laboratorio Fisiología,5,laboratorio fisiologia
